Rank,Name,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
544,Hitman: Blood Money,2006.0,Action,Eidos Interactive,0.0,0.03,0.0,0.01,0.04
545,The Cursed Crusade,2011.0,Action,DTP Entertainment,0.0,0.03,0.0,0.01,0.04
546,Star Wars Jedi Knight: Jedi Academy,2003.0,Shooter,Activision,0.0,0.03,0.0,0.01,0.04
547,Might & Magic X: Legacy,2014.0,Role-Playing,Ubisoft,0.0,0.03,0.0,0.0,0.04
548,Supreme Ruler: Cold War,2011.0,Strategy,Paradox Interactive,0.0,0.03,0.0,0.01,0.03
549,Apache: Air Assault,2010.0,Simulation,Just Flight,0.0,0.03,0.0,0.01,0.03
550,Championship Manager Season 01/02,2001.0,Sports,Eidos Interactive,0.0,0.03,0.0,0.01,0.03
551,The Void,2008.0,Adventure,Mamba Games,0.0,0.03,0.0,0.01,0.03
552,Prey,2006.0,Shooter,Take-Two Interactive,0.0,0.03,0.0,0.01,0.03
553,Rise of Nations: Rise of Legends,2006.0,Strategy,Microsoft Game Studios,0.0,0.03,0.0,0.01,0.03
554,Zoo Tycoon,2001.0,Strategy,Microsoft Game Studios,0.0,0.03,0.0,0.01,0.03
555,Sacra Terra: Angelic Night,2011.0,Puzzle,Avanquest,0.01,0.02,0.0,0.01,0.03
556,Red Faction: Guerrilla,2009.0,Shooter,THQ,0.0,0.03,0.0,0.01,0.03
557,RACE On,2009.0,Racing,bitComposer Games,0.0,0.03,0.0,0.01,0.03
558,Overlord II,2009.0,Action,Codemasters,0.0,0.03,0.0,0.01,0.03
559,Call of Juarez: Bound in Blood,2009.0,Shooter,Ubisoft,0.0,0.03,0.0,0.01,0.03
560,The Sims 2: Glamour Life Stuff,2006.0,Simulation,Electronic Arts,0.0,0.03,0.0,0.01,0.03
561,Prince of Persia: The Forgotten Sands,2010.0,Action,Ubisoft,0.0,0.03,0.0,0.0,0.03
562,Trials Fusion,2014.0,Racing,Ubisoft,0.0,0.03,0.0,0.0,0.03
563,The Binding of Isaac,2012.0,Action,Unknown,0.0,0.03,0.0,0.0,0.03
564,Midnight Mysteries: The Edgar Allan Poe Conspiracy,2009.0,Adventure,GSP,0.0,0.03,0.0,0.01,0.03
565,SBK 2011: FIM Superbike World Championship,2011.0,Racing,Black Bean Games,0.0,0.03,0.0,0.01,0.03
566,Combat Mission: Shock Force,2007.0,Strategy,Paradox Interactive,0.0,0.03,0.0,0.01,0.03
567,Rome: Total War - Gold Edition,2006.0,Strategy,Sega,0.0,0.03,0.0,0.01,0.03
568,Mystery Case Files: Ravenhearst,2007.0,Puzzle,Focus Home Interactive,0.01,0.02,0.0,0.01,0.03
569,Living Legends: Frozen Beauty,2014.0,Action,Big Fish Games,0.0,0.03,0.0,0.0,0.03
570,Guitar Hero: World Tour,2009.0,Misc,Aspyr,0.0,0.03,0.0,0.01,0.03
571,Nancy Drew: Alibi In Ashes,2011.0,Adventure,Her Interactive,0.03,0.0,0.0,0.0,0.03
572,The Walking Dead: Season One,2012.0,Adventure,Avanquest Software,0.0,0.03,0.0,0.01,0.03
573,Men of War,2009.0,Strategy,505 Games,0.01,0.02,0.0,0.01,0.03
574,Hallowed Legends: Samhain,2011.0,Adventure,Focus Home Interactive,0.0,0.02,0.0,0.01,0.03
575,Neverwinter Nights,2002.0,Role-Playing,Atari,0.0,0.03,0.0,0.01,0.03
576,East India Company Collection,2010.0,Misc,Paradox Interactive,0.0,0.03,0.0,0.0,0.03
577,The Inner World,2013.0,Adventure,Headup Games,0.0,0.03,0.0,0.0,0.03
578,Alter Ego,1985.0,Simulation,Activision,0.0,0.03,0.0,0.01,0.03
579,Lock On: Modern Air Combat,2003.0,Simulation,Ubisoft,0.0,0.03,0.0,0.01,0.03
580,Super Meat Boy: Ultra Edition!,2011.0,Platform,Unknown,0.0,0.02,0.0,0.01,0.03
581,Homeworld 2,2003.0,Strategy,Vivendi Games,0.0,0.03,0.0,0.01,0.03
582,Hearts of Iron IV,2016.0,Strategy,Paradox Interactive,0.0,0.03,0.0,0.0,0.03
583,Rayman 3: Hoodlum Havoc,2003.0,Platform,Ubisoft,0.0,0.03,0.0,0.01,0.03
584,Ratatouille,2007.0,Action,THQ,0.01,0.01,0.0,0.0,0.03
585,Take On Helicopters,2011.0,Simulation,Unknown,0.0,0.02,0.0,0.01,0.03
586,Shaun White Skateboarding,2010.0,Sports,Ubisoft,0.0,0.03,0.0,0.01,0.03
587,Empire Earth II,2005.0,Strategy,Vivendi Games,0.0,0.03,0.0,0.0,0.03
588,NBA 2K13,2012.0,Sports,Take-Two Interactive,0.0,0.02,0.0,0.0,0.03
589,Harry Potter and the Half-Blood Prince,2009.0,Action,Electronic Arts,0.0,0.03,0.0,0.01,0.03
590,Knights of Honor,2004.0,Strategy,Sunflowers,0.0,0.02,0.0,0.01,0.03
591,Codename: Panzers Cold War,2009.0,Strategy,Atari,0.0,0.02,0.0,0.01,0.03
592,Transformers: Devastation,2015.0,Action,Activision,0.0,0.03,0.0,0.0,0.03
593,Section 8,2009.0,Shooter,SouthPeak Games,0.01,0.01,0.0,0.0,0.03
594,Sins of a Solar Empire,2008.0,Strategy,Pinnacle,0.0,0.02,0.0,0.01,0.03
595,Lords of the Fallen,2014.0,Role-Playing,Square Enix,0.0,0.03,0.0,0.0,0.03
596,Resident Evil 4,2007.0,Action,Ubisoft,0.0,0.02,0.0,0.01,0.03
597,GTR Evolution,2008.0,Racing,Atari,0.0,0.02,0.0,0.01,0.03
598,SimCity,1988.0,Simulation,Maxis,0.0,0.02,0.0,0.01,0.03
599,Casino Chaos With Las Vegas Players Collection,2011.0,Misc,THQ,0.03,0.0,0.0,0.0,0.03
600,Doom 3 BFG Edition,2012.0,Shooter,Bethesda Softworks,0.0,0.02,0.0,0.01,0.03
601,Braid,2009.0,Platform,Number None,0.0,0.02,0.0,0.01,0.03
602,Star Wars: The Force Unleashed II,2010.0,Action,LucasArts,0.03,0.0,0.0,0.0,0.03
603,Need for Speed (2015),2016.0,Racing,Electronic Arts,0.0,0.03,0.0,0.0,0.03
604,Commander: Conquest of the Americas,2010.0,Strategy,Paradox Interactive,0.0,0.02,0.0,0.01,0.03
605,Royal Palace of White Sword and The City of Gentiles,2009.0,Role-Playing,Take-Two Interactive,0.0,0.02,0.0,0.01,0.03
606,007: Quantum of Solace,2008.0,Action,Activision,0.01,0.01,0.0,0.0,0.03
607,Pro Cycling Manager 2016,2016.0,Sports,Focus Home Interactive,0.0,0.03,0.0,0.0,0.03
608,Jack Keane,2008.0,Adventure,Kalypso Media,0.0,0.02,0.0,0.0,0.03
609,World of Zoo,2009.0,Simulation,THQ,0.0,0.02,0.0,0.01,0.03
610,Syberia,2002.0,Action,Microids,0.0,0.02,0.0,0.0,0.03
611,Battlefield 1942: The WW II Anthology,2004.0,Shooter,Electronic Arts,0.01,0.01,0.0,0.0,0.03
612,Doom,1992.0,Shooter,id Software,0.02,0.0,0.0,0.0,0.03
613,Monsters vs. Aliens,2009.0,Action,Activision,0.01,0.01,0.0,0.0,0.03
614,The Great Mystery Hidden Object Package 5,2015.0,Adventure,Rondomedia,0.0,0.03,0.0,0.0,0.03
615,Stellaris,2016.0,Strategy,Paradox Interactive,0.0,0.03,0.0,0.0,0.03
616,Mystery Trackers: The Void,2011.0,Puzzle,Focus Home Interactive,0.0,0.02,0.0,0.01,0.03
617,Botanicula,2012.0,Adventure,Daedalic Entertainment,0.0,0.02,0.0,0.0,0.03
618,Age of Conan: Rise of the Godslayer,2010.0,Role-Playing,Funcom,0.0,0.02,0.0,0.0,0.03
619,Totally Spies! Totally Party,2008.0,Misc,Ubisoft,0.0,0.02,0.0,0.0,0.03
620,Battlefield Vietnam,2004.0,Shooter,Electronic Arts,0.0,0.02,0.0,0.0,0.03
621,The Settlers II 10th Anniversary,2006.0,Action,Ubisoft,0.0,0.02,0.0,0.0,0.03
622,Ride,2015.0,Racing,Milestone S.r.l.,0.0,0.03,0.0,0.0,0.03
623,Warhammer: Mark of Chaos,2006.0,Strategy,Deep Silver,0.0,0.02,0.0,0.0,0.03
624,Schlag den Raab,2010.0,Misc,Namco Bandai Games,0.0,0.02,0.0,0.01,0.03
625,Cossacks: European Wars,2001.0,Strategy,Strategy First,0.0,0.02,0.0,0.0,0.03
626,Prince of Persia (2008),2008.0,Action,Ubisoft,0.0,0.02,0.0,0.0,0.03
627,Magicka,2011.0,Role-Playing,Paradox Interactive,0.0,0.02,0.0,0.01,0.03
628,Star Trek: The Game,2013.0,Action,Namco Bandai Games,0.0,0.02,0.0,0.0,0.03
629,X3: Terran Conflict,2008.0,Simulation,Deep Silver,0.0,0.02,0.0,0.01,0.03
630,King Arthur II,2011.0,Strategy,Paradox Interactive,0.0,0.02,0.0,0.0,0.03
631,Max Payne 2: The Fall of Max Payne,2003.0,Shooter,Take-Two Interactive,0.0,0.02,0.0,0.0,0.03
632,MySims,2008.0,Simulation,Electronic Arts,0.0,0.02,0.0,0.0,0.03
633,Guild Wars: Nightfall,2006.0,Role-Playing,NCSoft,0.0,0.02,0.0,0.01,0.03
634,RollerCoaster Tycoon 2: Triple Thrill Pack,2003.0,Strategy,Atari,0.0,0.02,0.0,0.01,0.03
635,Star Wars The Clone Wars: Republic Heroes,2009.0,Action,LucasArts,0.0,0.02,0.0,0.0,0.03
636,DiRT Rally,2016.0,Racing,Codemasters,0.0,0.03,0.0,0.0,0.03
637,The Sims 2: Bon Voyage,2007.0,Simulation,Electronic Arts,0.01,0.01,0.0,0.0,0.03
638,GRID Autosport,2014.0,Racing,Codemasters,0.0,0.02,0.0,0.0,0.03
639,Neverwinter Nights Diamond,2004.0,Role-Playing,Atari,0.0,0.02,0.0,0.0,0.03
640,Divinity II: Flames of Vengeance,2010.0,Role-Playing,DTP Entertainment,0.0,0.02,0.0,0.01,0.03
641,Battlefield 2142,2006.0,Shooter,Electronic Arts,0.0,0.02,0.0,0.0,0.03
642,Air Conflicts: Secret Wars,2011.0,Simulation,bitComposer Games,0.0,0.02,0.0,0.01,0.03
643,Lost Planet 2,2010.0,Shooter,Capcom,0.0,0.02,0.0,0.01,0.03
644,Bully: Scholarship Edition,2008.0,Action,Take-Two Interactive,0.0,0.02,0.0,0.0,0.03
645,Guild Wars,2005.0,Role-Playing,NCSoft,0.02,0.0,0.0,0.0,0.03
646,Captain Morgane and the Golden Turtle,2012.0,Adventure,Reef Entertainment,0.0,0.02,0.0,0.0,0.03
647,Age of Empires III: Gold Edition,2007.0,Strategy,Microsoft Game Studios,0.0,0.02,0.0,0.01,0.03
648,Dungeon Siege II,2005.0,Role-Playing,Microsoft Game Studios,0.0,0.02,0.0,0.0,0.03
649,SWAT 4,2005.0,Shooter,Vivendi Games,0.0,0.02,0.0,0.0,0.03
650,Magicka Collection,2011.0,Adventure,Unknown,0.0,0.02,0.0,0.0,0.03
651,The Lord of the Rings: Conquest,2009.0,Action,Electronic Arts,0.0,0.02,0.0,0.0,0.03
652,Battlestations: Pacific,2009.0,Strategy,Eidos Interactive,0.0,0.02,0.0,0.0,0.03
653,Neverwinter Nights 2,2006.0,Role-Playing,Atari,0.0,0.02,0.0,0.0,0.03
654,Battlefield 1942,2002.0,Shooter,Electronic Arts,0.01,0.01,0.0,0.0,0.03
655,X-Men Origins: Wolverine - Uncaged Edition,2009.0,Action,Activision,0.02,0.0,0.0,0.0,0.03
656,LEGO Pirates of the Caribbean: The Video Game,2011.0,Action,Disney Interactive Studios,0.02,0.0,0.0,0.0,0.03
657,Jurassic Park: Operation Genesis,2003.0,Simulation,Vivendi Games,0.0,0.02,0.0,0.0,0.03
658,Stronghold 2 Deluxe,2005.0,Strategy,Take-Two Interactive,0.0,0.02,0.0,0.0,0.02
659,Puppet Show 3: Lost Town,2011.0,Puzzle,Focus Home Interactive,0.0,0.02,0.0,0.0,0.02
660,Star Wars: Empire at War - Forces of Corruption,2006.0,Strategy,LucasArts,0.0,0.02,0.0,0.0,0.02
661,Ghost Pirates of Vooju Island,2009.0,Adventure,DTP Entertainment,0.0,0.02,0.0,0.0,0.02
662,ParaWorld,2006.0,Strategy,Deep Silver,0.0,0.02,0.0,0.0,0.02
663,Tropico Reloaded,2009.0,Strategy,Kalypso Media,0.0,0.02,0.0,0.0,0.02
664,Pharaoh,1998.0,Strategy,Vivendi Games,0.0,0.02,0.0,0.0,0.02
665,The Settlers: Rise of an Empire,2007.0,Strategy,Ubisoft,0.01,0.01,0.0,0.0,0.02
666,Warhammer Online: Age of Reckoning,2008.0,Role-Playing,GOA,0.0,0.02,0.0,0.0,0.02
667,LEGO Harry Potter: Years 1-4,2010.0,Action,Warner Bros. Interactive Entertainment,0.01,0.01,0.0,0.0,0.02
668,Viva Pinata,2007.0,Simulation,Microsoft Game Studios,0.0,0.02,0.0,0.0,0.02
669,Bus Simulator 16,2016.0,Simulation,Astragon,0.0,0.02,0.0,0.0,0.02
670,Demigod,2009.0,Strategy,Atari,0.0,0.02,0.0,0.0,0.02
671,Star Trek Online,2010.0,Role-Playing,Atari,0.0,0.02,0.0,0.0,0.02
672,Tropico 4: Modern Times,2012.0,Strategy,Kalypso Media,0.0,0.02,0.0,0.0,0.02
673,Europa Universalis III Complete,2008.0,Strategy,Paradox Interactive,0.0,0.02,0.0,0.0,0.02
674,Tom Clancy's Rainbow Six: Vegas 2,2008.0,Shooter,Ubisoft,0.0,0.02,0.0,0.0,0.02
675,SimCity Societies,2007.0,Simulation,Electronic Arts,0.0,0.02,0.0,0.0,0.02
676,Fishdom 2 Deluxe,2010.0,Puzzle,Rondomedia,0.0,0.02,0.0,0.01,0.02
677,Brothers in Arms: Hell's Highway,2008.0,Shooter,Ubisoft,0.0,0.02,0.0,0.0,0.02
678,Stronghold Crusader Extreme,2008.0,Strategy,Gamecock,0.0,0.02,0.0,0.0,0.02
679,Cities XL 2011,2010.0,Simulation,Focus Home Interactive,0.0,0.02,0.0,0.0,0.02
680,Kung Fu Panda,2008.0,Action,Activision,0.0,0.02,0.0,0.0,0.02
681,Street Fighter X Tekken,2012.0,Fighting,Capcom,0.0,0.02,0.0,0.0,0.02
682,Ceville,2009.0,Action,Kalypso Media,0.0,0.02,0.0,0.0,0.02
683,GT Legends,2005.0,Racing,Atari,0.0,0.02,0.0,0.0,0.02
684,F1 Race Stars,2012.0,Racing,Codemasters,0.0,0.02,0.0,0.0,0.02
685,Escape the Emerald Star,2011.0,Puzzle,PopCap Games,0.02,0.0,0.0,0.0,0.02
686,Falcon 4.0: Allied Force,2005.0,Simulation,Graphsim Entertainment,0.0,0.02,0.0,0.0,0.02
687,Unreal Anthology,2006.0,Shooter,Midway Games,0.0,0.02,0.0,0.0,0.02
688,X3: Terran War Pack,2012.0,Misc,Deep Silver,0.0,0.02,0.0,0.0,0.02
689,Tom Clancy's EndWar,2009.0,Strategy,Ubisoft,0.0,0.02,0.0,0.0,0.02
690,Left 4 Dead,2008.0,Shooter,Electronic Arts,0.0,0.02,0.0,0.0,0.02
691,Bejeweled 2 Deluxe,2006.0,Puzzle,Focus Home Interactive,0.0,0.02,0.0,0.0,0.02
692,DiRT,2007.0,Racing,Codemasters,0.0,0.02,0.0,0.0,0.02
693,Frontlines: Fuel of War,2008.0,Shooter,THQ,0.0,0.02,0.0,0.0,0.02
694,Grey's Anatomy: The Video Game,2009.0,Adventure,Ubisoft,0.0,0.02,0.0,0.0,0.02
695,Test Drive Unlimited,2007.0,Racing,Atari,0.0,0.02,0.0,0.0,0.02
696,SAW,2009.0,Action,Konami Digital Entertainment,0.0,0.02,0.0,0.0,0.02
697,Ice Age: Dawn of the Dinosaurs,2009.0,Action,Activision,0.02,0.0,0.0,0.0,0.02
698,Serious Sam HD: Gold Edition,2010.0,Shooter,Devolver Digital,0.0,0.02,0.0,0.0,0.02
699,Homeworld,1998.0,Strategy,Vivendi Games,0.0,0.02,0.0,0.0,0.02
700,Plants vs. Zombies: Garden Warfare,2014.0,Shooter,Electronic Arts,0.0,0.02,0.0,0.0,0.02
701,Max Payne,2001.0,Shooter,Take-Two Interactive,0.0,0.02,0.0,0.0,0.02
702,IL-2 Sturmovik: Forgotten Battles,2003.0,Simulation,Ubisoft,0.0,0.02,0.0,0.0,0.02
703,Overlord,2007.0,Strategy,Codemasters,0.0,0.02,0.0,0.0,0.02
704,Sacred 3,2014.0,Role-Playing,Deep Silver,0.0,0.02,0.0,0.0,0.02
705,Rocket League,2016.0,Sports,505 Games,0.01,0.01,0.0,0.0,0.02
706,18 Wheels of Steel: Extreme Trucker,2009.0,Racing,Rondomedia,0.0,0.02,0.0,0.0,0.02
707,Cities in Motion Collection,2011.0,Simulation,Unknown,0.0,0.02,0.0,0.0,0.02
708,The Settlers IV,2001.0,Strategy,Blue Byte,0.0,0.02,0.0,0.0,0.02
709,Mount & Blade,2008.0,Role-Playing,Paradox Interactive,0.0,0.02,0.0,0.0,0.02
710,Mata Hari: Betrayal is only a Kiss Away,2008.0,Adventure,DTP Entertainment,0.0,0.02,0.0,0.0,0.02
711,Quake 4,2005.0,Shooter,Activision,0.0,0.02,0.0,0.0,0.02
712,Maximum Capacity: Hotel Giant,2002.0,Strategy,JoWood Productions,0.0,0.02,0.0,0.0,0.02
713,Fuel,2009.0,Racing,Codemasters,0.0,0.02,0.0,0.0,0.02
714,Indigo Prophecy,2005.0,Adventure,Atari,0.0,0.02,0.0,0.0,0.02
715,Tale of a Hero,2010.0,Adventure,Daedalic,0.0,0.02,0.0,0.01,0.02
716,FIFA Soccer 09,2008.0,Sports,Electronic Arts,0.0,0.02,0.0,0.0,0.02
717,The Lord of the Rings: The Battle for Middle-Earth II,2006.0,Strategy,Electronic Arts,0.01,0.01,0.0,0.0,0.02
718,So Blonde,2008.0,Adventure,Eidos Interactive,0.0,0.02,0.0,0.0,0.02
719,Legend: Hand of God,2007.0,Role-Playing,DTP Entertainment,0.0,0.02,0.0,0.0,0.02
720,Fallout Trilogy,2004.0,Role-Playing,Ubisoft,0.0,0.02,0.0,0.0,0.02
721,The Sims: Complete Collection,2005.0,Simulation,Electronic Arts,0.01,0.01,0.0,0.0,0.02
722,Command & Conquer 3: Deluxe Edition,2008.0,Strategy,Electronic Arts,0.0,0.02,0.0,0.0,0.02
723,Sacred Gold,2005.0,Role-Playing,Encore,0.0,0.02,0.0,0.0,0.02
724,Order of War,2009.0,Strategy,Square Enix,0.0,0.01,0.0,0.0,0.02
725,Painkiller,2004.0,Shooter,DreamCatcher Interactive,0.0,0.02,0.0,0.0,0.02
726,Spider-Man: Web of Shadows,2008.0,Action,Activision,0.0,0.02,0.0,0.0,0.02
727,Dungeon Defenders,2011.0,Role-Playing,Unknown,0.02,0.0,0.0,0.0,0.02
728,Command & Conquer: The First Decade,2006.0,Strategy,Electronic Arts,0.01,0.01,0.0,0.0,0.02
729,Stormrise,2009.0,Strategy,Sega,0.0,0.02,0.0,0.0,0.02
730,F1 2016 (Codemasters),2016.0,Racing,Codemasters,0.0,0.02,0.0,0.0,0.02
731,Spider-Man 3,2007.0,Platform,Activision,0.02,0.0,0.0,0.0,0.02
732,Rugby League Team Manager 2015,2015.0,Action,Alternative Software,0.0,0.02,0.0,0.0,0.02
733,The Lord of the Rings Online: Mines of Moria,2008.0,Role-Playing,Codemasters Online,0.0,0.02,0.0,0.0,0.02
734,War Leaders: Clash of Nations,2009.0,Strategy,CDV Software Entertainment,0.0,0.02,0.0,0.0,0.02
735,Hellgate: London,2007.0,Role-Playing,Electronic Arts,0.0,0.02,0.0,0.0,0.02
736,Homefront: The Revolution,2016.0,Shooter,Deep Silver,0.0,0.02,0.0,0.0,0.02
737,TOCA Race Driver 3,2006.0,Racing,Codemasters,0.0,0.02,0.0,0.0,0.02
738,Airport Simulator,2011.0,Simulation,Unknown,0.0,0.02,0.0,0.0,0.02
739,Oil Rush,2012.0,Strategy,Iceberg Interactive,0.0,0.02,0.0,0.0,0.02
740,The Sims 2: Happy Holiday Stuff,2006.0,Simulation,Electronic Arts,0.01,0.01,0.0,0.0,0.02
741,Ridge Racer Unbounded,2012.0,Racing,Namco Bandai Games,0.0,0.02,0.0,0.0,0.02
742,Deus Ex: Mankind Divided,2016.0,Role-Playing,Square Enix,0.0,0.02,0.0,0.0,0.02
743,RollerCoaster Tycoon World,2016.0,Simulation,Atari,0.0,0.02,0.0,0.0,0.02
744,Trapped Dead,2011.0,Strategy,Iceberg Interactive,0.0,0.02,0.0,0.0,0.02
745,Littlest Pet Shop,2008.0,Simulation,Electronic Arts,0.0,0.02,0.0,0.0,0.02
746,The Sims 2: Family Fun Stuff,2006.0,Simulation,Electronic Arts,0.0,0.01,0.0,0.0,0.02
747,Worldwide Soccer Manager 2007,2006.0,Sports,Sega,0.0,0.02,0.0,0.0,0.02
748,Heroes of the Pacific,2005.0,Simulation,Codemasters,0.0,0.02,0.0,0.0,0.02
749,Mount & Blade: Warband,2010.0,Role-Playing,Paradox Interactive,0.01,0.01,0.0,0.0,0.02
750,Dark Tales: Edgar Allan Poe's The Premature Burial,2012.0,Puzzle,Focus Multimedia,0.0,0.02,0.0,0.0,0.02
751,Resident Evil Zero,2016.0,Action,Capcom,0.01,0.01,0.0,0.0,0.02
752,Mini Ninjas,2009.0,Action,Eidos Interactive,0.0,0.02,0.0,0.0,0.02
753,NHL 09,2008.0,Sports,Electronic Arts,0.0,0.02,0.0,0.0,0.02
754,UFO: Trilogy,2007.0,Strategy,Unknown,0.0,0.02,0.0,0.0,0.02
755,Mount & Blade Collection,2012.0,Role-Playing,Paradox Interactive,0.0,0.02,0.0,0.0,0.02
756,Vietcong,2003.0,Shooter,Gathering of Developers,0.0,0.02,0.0,0.0,0.02
757,Starship Troopers,2005.0,Shooter,Empire Interactive,0.0,0.02,0.0,0.0,0.02
758,Crysis: Warhead,2008.0,Shooter,Electronic Arts,0.0,0.02,0.0,0.0,0.02
759,Atlantic Quest,2011.0,Puzzle,Avanquest,0.0,0.02,0.0,0.0,0.02
760,Tycoon City: New York,2006.0,Strategy,Atari,0.0,0.02,0.0,0.0,0.02
761,Agatha Christie: The ABC Murders,2016.0,Adventure,Microids,0.0,0.02,0.0,0.0,0.02
762,"Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions)",2009.0,Shooter,Activision,0.02,0.0,0.0,0.0,0.02
763,"Warhammer 40,000: Dawn of War: Soulstorm",2008.0,Strategy,THQ,0.0,0.02,0.0,0.0,0.02
764,Commandos 3: Destination Berlin,2003.0,Strategy,Eidos Interactive,0.0,0.02,0.0,0.0,0.02
765,Spirits and Demons: 5 Game Pack,2015.0,Misc,Focus Multimedia,0.0,0.02,0.0,0.0,0.02
766,Uru: Ages Beyond Myst,2003.0,Adventure,Ubisoft,0.0,0.02,0.0,0.0,0.02
767,X-Plane 10 Global,2013.0,Simulation,Aerosoft,0.0,0.02,0.0,0.0,0.02
768,WRC 2: FIA World Rally Championship,2011.0,Racing,Ubisoft,0.0,0.01,0.0,0.0,0.02
769,Legendary,2008.0,Shooter,Atari,0.0,0.01,0.0,0.0,0.02
770,Blood Bowl: Legendary Edition,2010.0,Sports,Focus Home Interactive,0.0,0.01,0.0,0.0,0.02
771,Pirates of the Burning Sea,2008.0,Role-Playing,Koch Media,0.0,0.01,0.0,0.0,0.02
772,WorldShift,2009.0,Strategy,Playlogic Game Factory,0.02,0.0,0.0,0.0,0.02
773,The Crew: Wild Run,2015.0,Action,Ubisoft,0.0,0.02,0.0,0.0,0.02
774,7 Roses: A Darkness Rises,2015.0,Misc,Avanquest Software,0.0,0.02,0.0,0.0,0.02
775,Peggle Nights,2008.0,Puzzle,PopCap Games,0.0,0.01,0.0,0.0,0.02
776,Command & Conquer 3: Kane's Wrath,2008.0,Strategy,Electronic Arts,0.0,0.01,0.0,0.0,0.02
777,James Bond 007: Blood Stone,2010.0,Shooter,Activision,0.02,0.0,0.0,0.0,0.02
778,Heavy Fire: Afghanistan,2011.0,Shooter,Mastiff,0.02,0.0,0.0,0.0,0.02
779,Agatha Christie: Death on the Nile,2008.0,Adventure,Big Fish Games,0.0,0.01,0.0,0.0,0.02
780,Tomb Raider: Legend,2006.0,Action,Eidos Interactive,0.0,0.01,0.0,0.0,0.02
781,Combat Flight Simulator 3: Battle for Europe,2002.0,Simulation,Microsoft Game Studios,0.01,0.01,0.0,0.0,0.02
782,Lara Croft and the Temple of Osiris,2014.0,Action,Square Enix,0.0,0.02,0.0,0.0,0.02
783,Final Fantasy XIV: Heavensward,2015.0,Action,Square Enix,0.01,0.01,0.0,0.0,0.02
784,Airline Tycoon,2000.0,Simulation,Interplay,0.0,0.01,0.0,0.0,0.02
785,Bejeweled Blitz,2010.0,Puzzle,Mastertronic,0.0,0.01,0.0,0.0,0.02
786,Song of the Deep,2016.0,Action,Insomniac Games,0.02,0.0,0.0,0.0,0.02
787,Unreal Tournament 2004,2004.0,Shooter,Atari,0.0,0.01,0.0,0.0,0.02
788,The Longest Journey,1999.0,Adventure,Empire Interactive,0.0,0.01,0.0,0.0,0.02
789,Stronghold Legends,2006.0,Strategy,Take-Two Interactive,0.0,0.01,0.0,0.0,0.02
790,Syberia II,2004.0,Adventure,MC2 Entertainment,0.0,0.01,0.0,0.0,0.02
791,Dungeons - The Dark Lord,2011.0,Strategy,Kalypso Media,0.0,0.01,0.0,0.0,0.02
792,Lost: Via Domus,2008.0,Action,Ubisoft,0.0,0.01,0.0,0.0,0.02
793,Post Mortem,2003.0,Adventure,Microids,0.0,0.01,0.0,0.0,0.02
794,Disciples III: Renaissance,2010.0,Strategy,Kalypso Media,0.0,0.01,0.0,0.0,0.02
795,Revolution: 25th Anniversary Collection,2016.0,Adventure,Koch Media,0.0,0.02,0.0,0.0,0.02
796,Elven Legacy Collection,2010.0,Strategy,Paradox Interactive,0.0,0.01,0.0,0.0,0.02
797,LEGO Star Wars II: The Original Trilogy,2006.0,Action,Activision,0.0,0.01,0.0,0.0,0.02
798,Just Cause,2006.0,Action,Eidos Interactive,0.0,0.01,0.0,0.0,0.02
799,Blazing Angels: Squadrons of WWII,2006.0,Simulation,Ubisoft,0.01,0.0,0.0,0.0,0.02
800,Divinity: Original Sin,2014.0,Role-Playing,Focus Home Interactive,0.0,0.02,0.0,0.0,0.02
801,Still Life 2,2009.0,Adventure,Rondomedia,0.0,0.01,0.0,0.0,0.02
802,Worms World Party,2001.0,Strategy,Virgin Interactive,0.0,0.01,0.0,0.0,0.02
803,Gears of War,2007.0,Shooter,Microsoft Game Studios,0.0,0.01,0.0,0.0,0.02
804,Colin McRae Rally 2005,2004.0,Racing,Codemasters,0.0,0.01,0.0,0.0,0.02
805,LEGO Star Wars: The Video Game,2005.0,Action,Eidos Interactive,0.0,0.01,0.0,0.0,0.02
806,Dark Void,2010.0,Action,Capcom,0.0,0.01,0.0,0.0,0.02
807,Star Trek: Legacy,2006.0,Simulation,Ubisoft,0.0,0.01,0.0,0.0,0.02
808,Wall-E,2008.0,Platform,THQ,0.0,0.01,0.0,0.0,0.02
809,Achtung Panzer: Kharkov 1943,2010.0,Strategy,Mamba Games,0.0,0.01,0.0,0.0,0.02
810,Command & Conquer 4: Tiberian Twilight,2010.0,Strategy,Electronic Arts,0.0,0.01,0.0,0.0,0.02
811,The Incredibles: Rise of the Underminer,2005.0,Action,THQ,0.01,0.0,0.0,0.0,0.02
812,Farm Frenzy,2008.0,Strategy,Mumbo Jumbo,0.01,0.0,0.0,0.0,0.02
813,A Vampyre Story,2008.0,Adventure,Crimson Cow,0.0,0.01,0.0,0.0,0.02
814,The Haunted: Hell's Reach,2011.0,Shooter,Visco,0.02,0.0,0.0,0.0,0.02
815,Majesty 2 Collection,2011.0,Strategy,Paradox Interactive,0.0,0.01,0.0,0.0,0.02
816,Sniper Elite,2005.0,Shooter,MC2 Entertainment,0.0,0.01,0.0,0.0,0.02
